"salary","years_exp","sex","bank_loan"
1219,22,"Man","No"
2065,16,"Man","Yes"
1743,12,"Man","No"
1602,16,"Woman","No"
1208,24,"Man","No"
1195,16,"Woman","No"
1951,19,"Man","Yes"
1444,14,"Woman","No"
1582,13,"Man","No"
1134,18,"Man","No"
1308,19,"Man","No"
1891,17,"Woman","No"
1460,20,"Man","No"
1603,30,"Man","Yes"
2564,21,"Woman","Yes"
1366,17,"Man","No"
1198,23,"Woman","No"
1201,13,"Woman","No"
1496,22,"Woman","No"
1494,23,"Woman","No"
1560,24,"Woman","No"
1751,23,"Woman","Yes"
1822,21,"Woman","Yes"
1297,20,"Man","No"
1326,31,"Man","Yes"
1554,18,"Man","No"
1270,16,"Man","No"
1174,16,"Woman","No"
1276,23,"Woman","No"
1464,16,"Woman","No"
1789,27,"Woman","Yes"
774,20,"Man","No"
1835,25,"Woman","Yes"
1239,23,"Man","No"
1391,24,"Woman","No"
1608,25,"Man","Yes"
2035,17,"Man","Yes"
1206,22,"Woman","No"
1797,22,"Woman","Yes"
1645,22,"Man","Yes"
1180,25,"Woman","No"
1578,31,"Woman","Yes"
1785,14,"Woman","No"
1379,13,"Woman","No"
1645,17,"Man","No"
1377,11,"Man","No"
2083,23,"Woman","Yes"
1208,14,"Man","No"
1408,6,"Man","No"
1758,19,"Woman","No"
1497,17,"Woman","No"
1415,28,"Man","Yes"
782,30,"Woman","No"
1649,10,"Man","No"
1687,30,"Man","Yes"
1178,19,"Woman","No"
1608,19,"Man","Yes"
1685,23,"Man","Yes"
1906,23,"Woman","Yes"
1534,22,"Woman","No"
1811,31,"Woman","Yes"
1678,12,"Man","No"
1312,22,"Woman","No"
1777,22,"Man","Yes"
1795,16,"Woman","No"
1186,20,"Man","No"
1573,20,"Woman","No"
1882,8,"Woman","No"
2302,20,"Woman","Yes"
1033,16,"Woman","No"
1135,19,"Man","No"
1673,20,"Man","Yes"
1739,19,"Man","Yes"
1156,21,"Man","No"
1421,25,"Man","Yes"
1636,17,"Woman","No"
1414,20,"Woman","No"
1630,21,"Man","Yes"
1752,26,"Woman","Yes"
1580,29,"Man","Yes"
1500,10,"Man","No"
1821,23,"Woman","Yes"
1089,19,"Woman","No"
1583,20,"Woman","No"
1661,25,"Man","Yes"
1870,19,"Woman","No"
1111,18,"Woman","No"
1323,19,"Man","No"
1134,24,"Man","No"
1771,15,"Woman","No"
1669,11,"Man","No"
1846,15,"Woman","No"
1296,24,"Woman","No"
1227,13,"Woman","No"
1454,14,"Woman","No"
1730,20,"Man","Yes"
1997,19,"Man","Yes"
1555,14,"Woman","No"
1892,24,"Woman","Yes"
1460,19,"Woman","No"
1899,24,"Woman","Yes"
1830,23,"Woman","Yes"
1524,16,"Man","No"
1266,21,"Man","No"
1810,11,"Man","No"
1346,19,"Man","No"
1258,34,"Woman","Yes"
1329,21,"Man","No"
1716,26,"Man","Yes"
2190,23,"Man","Yes"
941,21,"Man","No"
2087,10,"Man","No"
1296,12,"Woman","No"
1514,13,"Woman","No"
1762,11,"Man","No"
1465,8,"Woman","No"
1063,19,"Man","No"
1581,13,"Woman","No"
1301,25,"Man","Yes"
1846,16,"Woman","No"
1439,14,"Man","No"
1937,12,"Man","No"
1651,17,"Woman","No"
1291,21,"Woman","No"
1648,21,"Woman","No"
1215,21,"Man","No"
1719,20,"Man","Yes"
1685,28,"Woman","Yes"
1571,11,"Woman","No"
1094,9,"Man","No"
1255,22,"Woman","No"
1377,24,"Man","Yes"
1438,10,"Man","No"
1246,16,"Man","No"
1185,17,"Man","No"
1911,15,"Woman","No"
1166,17,"Woman","No"
1618,24,"Man","Yes"
1766,24,"Man","Yes"
1851,21,"Woman","Yes"
1126,21,"Woman","No"
1996,21,"Woman","Yes"
1376,25,"Woman","No"
1109,20,"Woman","No"
1458,26,"Man","Yes"
1346,15,"Man","No"
1935,17,"Woman","No"
1576,26,"Man","Yes"
1095,16,"Woman","No"
1031,18,"Man","No"
1622,22,"Woman","No"
1082,23,"Woman","No"
1159,21,"Woman","No"
1753,15,"Woman","No"
1647,18,"Man","No"
2115,19,"Man","Yes"
964,29,"Man","No"
1458,13,"Woman","No"
1370,23,"Man","Yes"
1808,16,"Man","Yes"
1182,20,"Woman","No"
1161,16,"Woman","No"
1523,16,"Woman","No"
1509,21,"Woman","No"
1415,17,"Man","No"
1365,18,"Man","No"
1465,27,"Woman","Yes"
1847,3,"Man","No"
1185,21,"Woman","No"
1362,24,"Woman","No"
1646,12,"Woman","No"
1094,28,"Woman","No"
1470,14,"Woman","No"
1555,15,"Woman","No"
1549,16,"Man","No"
1257,22,"Woman","No"
1353,32,"Man","Yes"
613,5,"Man","No"
1482,21,"Woman","No"
1643,25,"Man","Yes"
1155,18,"Man","No"
1861,24,"Woman","Yes"
1548,24,"Man","Yes"
1465,20,"Woman","No"
1993,17,"Man","Yes"
1648,16,"Woman","No"
1258,23,"Woman","No"
902,18,"Man","No"
1401,1,"Woman","No"
1333,15,"Man","No"
906,22,"Man","No"
1800,12,"Man","No"
1769,19,"Woman","No"
1693,21,"Man","Yes"
1041,19,"Man","No"
1377,8,"Woman","No"
1671,19,"Woman","No"
1757,23,"Man","Yes"
1667,20,"Woman","No"
1527,23,"Woman","No"
1264,17,"Woman","No"
1107,21,"Woman","No"
1282,26,"Man","Yes"
1751,14,"Man","No"
1725,21,"Man","Yes"
1244,17,"Woman","No"
2035,18,"Man","Yes"
779,26,"Woman","No"
1781,20,"Woman","No"
2129,20,"Woman","Yes"
1297,26,"Woman","No"
1629,19,"Man","Yes"
1895,11,"Woman","No"
1020,27,"Woman","No"
1320,16,"Woman","No"
1660,23,"Man","Yes"
1536,16,"Woman","No"
1895,22,"Woman","Yes"
1238,19,"Woman","No"
1709,20,"Man","Yes"
1845,20,"Man","Yes"
1372,12,"Man","No"
1164,18,"Man","No"
1787,24,"Man","Yes"
2023,18,"Man","Yes"
1263,22,"Woman","No"
1914,14,"Man","Yes"
1899,22,"Man","Yes"
1044,18,"Woman","No"
1596,18,"Woman","No"
1261,19,"Man","No"
1968,18,"Woman","Yes"
1684,16,"Man","No"
1922,10,"Woman","No"
1251,23,"Woman","No"
1275,21,"Woman","No"
1877,15,"Man","Yes"
976,15,"Man","No"
1406,16,"Man","No"
1810,19,"Man","Yes"
1400,25,"Man","Yes"
1404,25,"Woman","No"
1792,19,"Man","Yes"
1947,21,"Man","Yes"
1642,18,"Woman","No"
1252,24,"Man","No"
1196,13,"Man","No"
1972,19,"Man","Yes"
1794,24,"Man","Yes"
1916,21,"Man","Yes"
1231,19,"Man","No"
857,15,"Man","No"
1991,19,"Woman","Yes"
1452,28,"Woman","Yes"
1589,18,"Man","No"
1594,14,"Man","No"
912,7,"Man","No"
1575,14,"Man","No"
1396,20,"Man","No"
1570,16,"Man","No"
1410,23,"Woman","No"
1647,21,"Man","Yes"
1510,14,"Man","No"
1292,15,"Man","No"
1392,19,"Man","No"
1918,14,"Woman","No"
1633,26,"Woman","Yes"
1132,7,"Man","No"
1612,17,"Man","No"
1395,23,"Man","Yes"
1170,17,"Man","No"
1732,24,"Man","Yes"
1042,16,"Man","No"
1425,22,"Man","No"
1089,22,"Woman","No"
1415,28,"Woman","Yes"
1464,16,"Woman","No"
1287,27,"Woman","No"
1433,22,"Woman","No"
736,28,"Man","No"
1645,18,"Man","No"
959,15,"Man","No"
1537,19,"Woman","No"
986,18,"Woman","No"
1386,16,"Woman","No"
1685,24,"Man","Yes"
2034,24,"Woman","Yes"
1957,17,"Woman","No"
1206,15,"Man","No"
1392,20,"Woman","No"
1484,26,"Woman","No"
1460,23,"Woman","No"
2392,35,"Man","Yes"
1799,24,"Woman","Yes"
919,16,"Man","No"
1582,22,"Woman","No"
1247,29,"Woman","No"
1868,21,"Man","Yes"
1359,20,"Woman","No"
1385,7,"Woman","No"
1035,24,"Woman","No"
1769,17,"Man","Yes"
1656,21,"Man","Yes"
1585,18,"Woman","No"
1176,21,"Woman","No"
1565,24,"Man","Yes"
1494,19,"Man","No"
1206,20,"Man","No"
1818,25,"Woman","Yes"
1087,18,"Man","No"
1359,25,"Woman","No"
1822,22,"Man","Yes"
1671,19,"Woman","No"
1646,18,"Man","No"
1501,18,"Woman","No"
1898,26,"Woman","Yes"
1282,12,"Woman","No"
1735,18,"Man","Yes"
1320,9,"Man","No"
1692,24,"Woman","Yes"
1185,16,"Woman","No"
1283,20,"Woman","No"
1797,20,"Woman","No"
2304,23,"Man","Yes"
1963,22,"Man","Yes"
2066,10,"Man","No"
1228,12,"Man","No"
1676,25,"Woman","Yes"
1279,17,"Man","No"
1411,23,"Man","Yes"
1467,20,"Woman","No"
1352,20,"Man","No"
1831,10,"Woman","No"
1509,22,"Woman","No"
1305,20,"Woman","No"
1333,22,"Man","No"
1235,23,"Woman","No"
1737,20,"Man","Yes"
1243,17,"Man","No"
1372,16,"Man","No"
1869,20,"Woman","Yes"
1534,17,"Man","No"
1490,22,"Man","Yes"
1504,14,"Man","No"
1475,30,"Man","Yes"
1762,13,"Man","No"
633,21,"Man","No"
876,20,"Man","No"
1679,9,"Man","No"
1729,22,"Man","Yes"
1606,21,"Woman","No"
1031,20,"Woman","No"
1488,27,"Woman","Yes"
2102,19,"Man","Yes"
1096,22,"Woman","No"
1339,23,"Man","No"
2014,20,"Man","Yes"
1621,25,"Man","Yes"
1559,24,"Man","Yes"
1766,18,"Man","Yes"
1435,19,"Man","No"
1690,25,"Woman","Yes"
1185,22,"Man","No"
1101,17,"Woman","No"
1448,17,"Man","No"
1827,19,"Man","Yes"
1428,19,"Man","No"
1735,17,"Man","Yes"
2247,16,"Man","Yes"
1973,24,"Man","Yes"
1950,14,"Man","Yes"
1486,21,"Man","Yes"
822,23,"Woman","No"
1492,23,"Man","Yes"
2240,16,"Woman","Yes"
1065,18,"Woman","No"
1534,16,"Woman","No"
1375,31,"Man","Yes"
1572,20,"Woman","No"
1208,13,"Man","No"
1575,20,"Woman","No"
1476,20,"Man","No"
1345,29,"Man","Yes"
1664,24,"Man","Yes"
1013,18,"Woman","No"
1541,26,"Woman","Yes"
1501,11,"Man","No"
912,21,"Woman","No"
1325,19,"Man","No"
1765,24,"Man","Yes"
1249,22,"Woman","No"
770,22,"Man","No"
1814,16,"Woman","No"
1565,40,"Man","Yes"
2125,17,"Woman","Yes"
1559,18,"Woman","No"
1165,16,"Woman","No"
1497,19,"Man","No"
1955,15,"Woman","No"
1217,22,"Woman","No"
1550,18,"Man","No"
1841,13,"Man","No"
1279,14,"Woman","No"
1716,19,"Woman","No"
1691,19,"Woman","No"
1524,27,"Woman","Yes"
1839,19,"Woman","No"
1276,22,"Man","No"
1777,19,"Woman","No"
1803,25,"Man","Yes"
1364,25,"Man","Yes"
1296,22,"Woman","No"
1935,15,"Man","Yes"
1266,12,"Man","No"
1261,16,"Man","No"
1263,33,"Man","Yes"
1165,11,"Woman","No"
1285,26,"Man","Yes"
1046,20,"Woman","No"
1698,21,"Woman","No"
1370,13,"Woman","No"
1736,23,"Man","Yes"
1734,25,"Woman","Yes"
1283,26,"Woman","No"
1345,14,"Man","No"
1598,20,"Woman","No"
1391,23,"Woman","No"
1668,19,"Woman","No"
1696,21,"Woman","No"
1874,18,"Woman","No"
1710,11,"Man","No"
1565,13,"Woman","No"
1546,26,"Man","Yes"
1750,34,"Man","Yes"
1245,26,"Woman","No"
1597,18,"Woman","No"
1623,26,"Woman","Yes"
1661,16,"Woman","No"
1632,20,"Woman","No"
1513,12,"Woman","No"
1079,20,"Man","No"
1581,25,"Man","Yes"
2057,20,"Man","Yes"
1489,21,"Woman","No"
1913,20,"Woman","Yes"
1755,20,"Woman","No"
1342,19,"Woman","No"
1397,27,"Man","Yes"
1974,25,"Man","Yes"
2104,18,"Woman","Yes"
1585,18,"Man","No"
1268,22,"Woman","No"
1682,12,"Man","No"
1965,23,"Man","Yes"
1865,18,"Woman","No"
1414,21,"Man","No"
1428,19,"Woman","No"
1810,20,"Man","Yes"
1316,12,"Man","No"
1713,18,"Woman","No"
1711,20,"Man","Yes"
1105,20,"Man","No"
1626,17,"Woman","No"
1273,17,"Woman","No"
1145,20,"Woman","No"
1356,25,"Woman","No"
2401,14,"Man","Yes"
1612,23,"Woman","No"
1486,16,"Woman","No"
1228,17,"Man","No"
1411,22,"Man","No"
1343,24,"Man","Yes"
1829,15,"Woman","No"
1343,21,"Man","No"
1223,18,"Woman","No"
1673,29,"Man","Yes"
1814,14,"Man","No"
992,23,"Man","No"
1546,22,"Woman","No"
1659,28,"Woman","Yes"
2191,12,"Woman","No"
1376,21,"Man","No"
1367,21,"Woman","No"
1516,21,"Woman","No"
1427,24,"Man","Yes"
877,21,"Woman","No"
1043,29,"Woman","No"
1626,23,"Woman","No"
1271,22,"Woman","No"
1442,24,"Man","Yes"
650,21,"Woman","No"
1105,11,"Man","No"
1677,9,"Woman","No"
1409,16,"Man","No"
1644,10,"Woman","No"
1009,28,"Man","No"
1427,22,"Man","Yes"
1680,17,"Man","No"
1596,24,"Woman","No"
1244,26,"Woman","No"
1523,23,"Woman","No"
1634,24,"Man","Yes"
1592,28,"Woman","Yes"
1193,15,"Man","No"
1373,25,"Man","Yes"
1511,28,"Woman","Yes"
1070,14,"Man","No"
1416,11,"Woman","No"
1513,22,"Man","Yes"
1794,28,"Woman","Yes"
1293,20,"Man","No"
1356,20,"Man","No"
877,18,"Woman","No"
1352,19,"Man","No"
1037,26,"Man","No"
1251,12,"Man","No"
1741,18,"Man","Yes"
1762,21,"Woman","No"
1779,18,"Woman","No"
1423,19,"Woman","No"
2060,16,"Man","Yes"
1649,23,"Man","Yes"
1254,11,"Woman","No"
1505,31,"Man","Yes"
988,15,"Woman","No"
1582,23,"Woman","No"
1549,14,"Man","No"
1354,15,"Man","No"
1572,20,"Woman","No"
1166,20,"Man","No"
1009,12,"Woman","No"
1459,26,"Woman","No"
1059,18,"Woman","No"
1242,20,"Man","No"
2219,18,"Man","Yes"
1151,14,"Woman","No"
1784,10,"Man","No"
1349,27,"Man","Yes"
1754,17,"Woman","No"
1096,19,"Man","No"
1610,24,"Man","Yes"
1594,24,"Woman","No"
1591,17,"Man","No"
1089,28,"Woman","No"
1866,22,"Man","Yes"
1316,7,"Man","No"
1482,14,"Woman","No"
1324,22,"Man","No"
1646,21,"Woman","No"
1255,18,"Man","No"
1793,19,"Woman","No"
1380,16,"Woman","No"
1018,18,"Woman","No"
1253,13,"Man","No"
1707,24,"Man","Yes"
1994,16,"Woman","No"
1604,15,"Man","No"
2148,23,"Woman","Yes"
1621,25,"Man","Yes"
1604,14,"Man","No"
1376,26,"Man","Yes"
1739,20,"Man","Yes"
1410,19,"Man","No"
1446,20,"Man","No"
1270,16,"Woman","No"
1579,9,"Man","No"
616,23,"Man","No"
1729,20,"Man","Yes"
842,5,"Man","No"
1374,21,"Man","No"
1475,12,"Woman","No"
2089,20,"Woman","Yes"
1104,14,"Man","No"
1574,25,"Man","Yes"
1752,23,"Man","Yes"
1550,19,"Man","No"
1241,24,"Man","No"
1456,23,"Woman","No"
1576,18,"Woman","No"
1708,12,"Man","No"
958,24,"Woman","No"
1552,22,"Man","Yes"
1943,14,"Woman","No"
1744,17,"Man","Yes"
1512,21,"Man","Yes"
1737,26,"Woman","Yes"
1676,21,"Woman","No"
2041,25,"Man","Yes"
1566,18,"Woman","No"
1576,11,"Woman","No"
1184,7,"Man","No"
2138,22,"Woman","Yes"
1602,16,"Woman","No"
1358,27,"Man","Yes"
1439,26,"Man","Yes"
1681,19,"Woman","No"
1318,18,"Woman","No"
1743,17,"Man","Yes"
1462,12,"Woman","No"
1430,20,"Woman","No"
1641,24,"Woman","Yes"
1214,11,"Woman","No"
1164,19,"Woman","No"
1145,20,"Woman","No"
1613,20,"Man","Yes"
2012,25,"Man","Yes"
1182,18,"Man","No"
1281,16,"Woman","No"
1523,22,"Woman","No"
1685,23,"Woman","Yes"
1351,18,"Woman","No"
1339,19,"Woman","No"
1503,15,"Man","No"
1332,18,"Woman","No"
1562,21,"Woman","No"
1252,17,"Man","No"
1605,21,"Woman","No"
1215,18,"Man","No"
1601,18,"Woman","No"
2024,17,"Man","Yes"
2111,13,"Man","Yes"
1061,24,"Man","No"
1541,25,"Woman","No"
2064,19,"Woman","Yes"
1620,20,"Man","Yes"
1704,16,"Woman","No"
1700,13,"Woman","No"
1445,16,"Woman","No"
1677,23,"Woman","Yes"
1434,14,"Man","No"
1812,17,"Man","Yes"
1556,14,"Woman","No"
1749,22,"Woman","Yes"
1339,24,"Man","Yes"
1836,25,"Man","Yes"
1753,20,"Woman","No"
1995,21,"Man","Yes"
1736,33,"Man","Yes"
1287,27,"Man","Yes"
1612,28,"Man","Yes"
1782,19,"Man","Yes"
987,26,"Woman","No"
1544,16,"Woman","No"
1423,13,"Woman","No"
1039,21,"Man","No"
1591,23,"Man","Yes"
1365,24,"Woman","No"
1183,18,"Man","No"
1249,19,"Woman","No"
1653,21,"Man","Yes"
1581,28,"Woman","Yes"
903,19,"Man","No"
1409,22,"Man","No"
1209,22,"Man","No"
1442,15,"Man","No"
1765,25,"Woman","Yes"
1436,24,"Man","Yes"
1695,22,"Man","Yes"
1441,17,"Man","No"
1586,22,"Woman","No"
1273,29,"Woman","No"
1759,19,"Man","Yes"
1262,18,"Woman","No"
1215,23,"Woman","No"
1495,25,"Man","Yes"
1445,21,"Man","No"
1889,21,"Woman","Yes"
1633,28,"Woman","Yes"
1298,26,"Man","Yes"
1572,25,"Woman","Yes"
2078,25,"Woman","Yes"
1032,19,"Woman","No"
1535,25,"Man","Yes"
1324,26,"Woman","No"
1089,10,"Man","No"
1725,15,"Man","No"
1656,16,"Woman","No"
1759,23,"Man","Yes"
1837,15,"Woman","No"
1774,13,"Woman","No"
1473,15,"Man","No"
933,21,"Woman","No"
1659,23,"Man","Yes"
1839,21,"Woman","Yes"
2204,24,"Woman","Yes"
1884,25,"Man","Yes"
2099,15,"Man","Yes"
1427,15,"Woman","No"
1539,24,"Woman","No"
1743,14,"Man","No"
1451,11,"Woman","No"
1405,19,"Man","No"
1821,19,"Woman","No"
1224,26,"Woman","No"
1721,19,"Man","Yes"
1805,9,"Woman","No"
1397,12,"Man","No"
1603,19,"Man","No"
1671,13,"Man","No"
2005,5,"Man","No"
1338,9,"Woman","No"
1473,16,"Woman","No"
1600,25,"Man","Yes"
1846,23,"Man","Yes"
994,12,"Man","No"
1165,15,"Woman","No"
1160,17,"Man","No"
1862,16,"Man","Yes"
1681,21,"Woman","No"
1258,18,"Man","No"
1346,22,"Woman","No"
548,15,"Woman","No"
1140,14,"Woman","No"
1051,13,"Woman","No"
1241,27,"Man","Yes"
1285,17,"Woman","No"
1934,17,"Woman","No"
1523,23,"Woman","No"
1258,24,"Woman","No"
1302,13,"Woman","No"
1434,22,"Man","Yes"
1447,23,"Man","Yes"
1738,22,"Man","Yes"
1032,26,"Woman","No"
1630,22,"Woman","No"
1266,23,"Man","No"
1476,25,"Woman","No"
1083,20,"Man","No"
1450,24,"Woman","No"
1314,16,"Man","No"
1844,19,"Man","Yes"
1587,13,"Woman","No"
1101,10,"Man","No"
1803,13,"Man","No"
1705,15,"Man","No"
1993,12,"Man","No"
1864,19,"Man","Yes"
1842,26,"Man","Yes"
1409,22,"Man","No"
1083,23,"Man","No"
1317,21,"Woman","No"
1130,16,"Woman","No"
1526,19,"Man","No"
1580,23,"Woman","No"
1645,21,"Man","Yes"
1792,19,"Woman","No"
1554,24,"Woman","No"
1692,22,"Man","Yes"
1890,20,"Man","Yes"
1454,16,"Woman","No"
2103,13,"Woman","No"
1568,16,"Woman","No"
1031,17,"Woman","No"
1094,24,"Woman","No"
1439,20,"Woman","No"
2138,20,"Woman","Yes"
1633,25,"Man","Yes"
1514,28,"Woman","Yes"
1059,20,"Man","No"
1155,22,"Man","No"
1957,23,"Woman","Yes"
1348,31,"Woman","Yes"
2117,16,"Woman","Yes"
1673,19,"Woman","No"
1279,17,"Woman","No"
1915,16,"Woman","No"
1433,25,"Man","Yes"
1783,25,"Man","Yes"
1350,24,"Woman","No"
1492,16,"Man","No"
1010,22,"Man","No"
1460,19,"Woman","No"
1562,20,"Man","Yes"
1003,23,"Man","No"
1621,20,"Man","Yes"
2031,17,"Man","Yes"
1325,26,"Man","Yes"
1694,14,"Man","No"
1532,26,"Man","Yes"
1149,24,"Woman","No"
1530,24,"Woman","No"
1059,22,"Woman","No"
888,12,"Man","No"
1436,27,"Man","Yes"
1124,17,"Woman","No"
1226,10,"Woman","No"
1031,22,"Man","No"
1366,21,"Man","No"
1813,26,"Man","Yes"
2033,22,"Man","Yes"
1577,22,"Man","Yes"
1330,16,"Woman","No"
1405,29,"Woman","Yes"
1348,27,"Man","Yes"
848,19,"Man","No"
1368,32,"Man","Yes"
961,23,"Man","No"
1959,22,"Man","Yes"
1097,18,"Man","No"
1963,31,"Man","Yes"
1701,14,"Woman","No"
1774,19,"Man","Yes"
1255,15,"Woman","No"
1287,13,"Man","No"
1510,20,"Man","No"
1776,15,"Man","No"
1568,10,"Woman","No"
1160,12,"Woman","No"
1433,17,"Man","No"
1192,22,"Man","No"
1419,23,"Man","Yes"
1434,23,"Man","Yes"
1230,16,"Woman","No"
1853,15,"Man","Yes"
1313,24,"Man","Yes"
1759,19,"Woman","No"
1658,15,"Woman","No"
1222,16,"Woman","No"
1587,19,"Woman","No"
1655,16,"Woman","No"
1643,17,"Woman","No"
1308,26,"Man","Yes"
1543,16,"Woman","No"
1673,8,"Man","No"
1349,21,"Man","No"
1457,22,"Man","Yes"
1486,15,"Man","No"
1310,12,"Woman","No"
1257,17,"Woman","No"
1369,17,"Man","No"
1855,22,"Man","Yes"
1545,22,"Man","Yes"
1604,20,"Woman","No"
1029,14,"Man","No"
1186,13,"Man","No"
1328,23,"Woman","No"
1226,10,"Man","No"
1605,6,"Woman","No"
1047,18,"Man","No"
1055,19,"Woman","No"
1827,15,"Woman","No"
1615,18,"Man","No"
1351,23,"Man","No"
1300,29,"Woman","No"
1479,18,"Woman","No"
1252,20,"Woman","No"
1857,26,"Woman","Yes"
1728,24,"Woman","Yes"
1179,13,"Man","No"
919,24,"Man","No"
1437,13,"Man","No"
910,33,"Woman","No"
1372,20,"Woman","No"
929,17,"Man","No"
1194,14,"Man","No"
1704,20,"Man","Yes"
1785,23,"Man","Yes"
1364,30,"Man","Yes"
1287,32,"Man","Yes"
1495,18,"Woman","No"
1609,19,"Man","Yes"
1442,15,"Woman","No"
1163,22,"Man","No"
1347,21,"Man","No"
1583,23,"Woman","No"
1495,11,"Man","No"
1413,18,"Man","No"
1658,14,"Man","No"
1517,27,"Woman","Yes"
1664,12,"Man","No"
1612,21,"Man","Yes"
1427,16,"Woman","No"
1723,21,"Man","Yes"
1487,29,"Woman","Yes"
1844,27,"Woman","Yes"
1065,16,"Woman","No"
893,18,"Man","No"
1895,25,"Woman","Yes"
1401,27,"Woman","No"
1542,17,"Man","No"
1553,32,"Woman","Yes"
1556,20,"Woman","No"
1758,18,"Woman","No"
1402,23,"Woman","No"
1430,17,"Man","No"
1603,22,"Man","Yes"
1362,27,"Man","Yes"
1733,14,"Woman","No"
1985,23,"Woman","Yes"
1508,13,"Woman","No"
1297,27,"Man","Yes"
1553,11,"Woman","No"
1284,19,"Man","No"
1752,28,"Woman","Yes"
1090,18,"Man","No"
1301,22,"Man","No"
1647,18,"Man","No"
1307,23,"Man","No"
844,25,"Woman","No"
956,15,"Man","No"
1812,28,"Woman","Yes"
1331,18,"Man","No"
1590,28,"Man","Yes"
1381,24,"Man","Yes"
1723,19,"Man","Yes"
1149,20,"Man","No"
1498,26,"Man","Yes"
1247,6,"Woman","No"
1431,21,"Woman","No"
1431,17,"Woman","No"
2160,25,"Man","Yes"
1607,19,"Woman","No"
1076,20,"Man","No"
1192,23,"Woman","No"
1444,28,"Man","Yes"
1851,19,"Woman","No"
1717,18,"Woman","No"
1720,26,"Woman","Yes"
1714,18,"Woman","No"
1117,12,"Man","No"
1179,22,"Woman","No"
1035,12,"Man","No"
1591,12,"Man","No"
1196,12,"Woman","No"
1337,20,"Man","No"
1575,17,"Man","No"
1346,22,"Woman","No"
1171,14,"Woman","No"
1563,26,"Woman","Yes"
1416,25,"Woman","No"
1673,15,"Man","No"
1754,19,"Woman","No"
2090,15,"Man","Yes"
1314,18,"Woman","No"
1414,20,"Man","No"
1228,22,"Man","No"
1140,21,"Woman","No"
1042,21,"Man","No"
1287,19,"Woman","No"
1406,18,"Woman","No"
1899,18,"Woman","No"
1908,22,"Man","Yes"
1875,22,"Woman","Yes"
1413,6,"Woman","No"
1506,22,"Woman","No"
1389,19,"Woman","No"
1586,16,"Woman","No"
1681,28,"Man","Yes"
1668,8,"Man","No"
1628,24,"Woman","Yes"
1401,20,"Man","No"
1604,24,"Man","Yes"
1653,10,"Woman","No"
1534,20,"Woman","No"
1414,25,"Woman","No"
1582,21,"Man","Yes"
2147,18,"Woman","Yes"
1477,21,"Man","No"
1212,19,"Man","No"
1641,23,"Woman","No"
1882,18,"Man","Yes"
1791,25,"Man","Yes"
1698,7,"Man","No"
953,24,"Man","No"
1330,23,"Man","No"
1298,18,"Man","No"
1627,19,"Woman","No"
1623,24,"Woman","Yes"
1314,10,"Man","No"
1600,19,"Man","No"
843,23,"Woman","No"
1137,21,"Woman","No"
1670,24,"Woman","Yes"
1307,25,"Woman","No"
1551,19,"Man","No"
1531,29,"Woman","Yes"
1036,20,"Woman","No"
1365,20,"Man","No"
1617,20,"Woman","No"
1915,22,"Man","Yes"
1239,19,"Man","No"
1571,24,"Man","Yes"
1526,18,"Man","No"
1738,19,"Man","Yes"
912,18,"Woman","No"
1127,25,"Man","No"
1192,21,"Man","No"
1179,17,"Woman","No"
1619,26,"Woman","Yes"
1609,13,"Woman","No"
1942,25,"Man","Yes"
1324,30,"Man","Yes"
1516,14,"Man","No"
1373,18,"Man","No"
1531,15,"Man","No"
1749,18,"Woman","No"
1611,28,"Man","Yes"
1470,18,"Woman","No"
2140,14,"Woman","No"
1650,16,"Man","No"
1166,21,"Man","No"
1695,14,"Man","No"
1807,21,"Man","Yes"
1147,25,"Man","No"
1641,15,"Man","No"
1406,20,"Woman","No"
1269,22,"Woman","No"
1464,17,"Woman","No"
1570,16,"Woman","No"
1534,22,"Man","Yes"
1381,21,"Man","No"
1952,20,"Woman","Yes"
659,20,"Woman","No"
1262,11,"Woman","No"
1506,20,"Woman","No"
1322,15,"Woman","No"
1329,20,"Man","No"
899,20,"Woman","No"
1787,25,"Woman","Yes"
1246,19,"Man","No"
2017,16,"Woman","No"
1286,16,"Man","No"
1017,20,"Man","No"
1698,19,"Man","Yes"
1835,13,"Woman","No"
1525,23,"Man","Yes"
902,30,"Woman","No"
1104,26,"Woman","No"
2014,21,"Woman","Yes"
1737,7,"Man","No"
1040,20,"Man","No"
1724,29,"Man","Yes"
1394,22,"Woman","No"
1288,25,"Man","Yes"
1076,17,"Man","No"
1694,17,"Man","No"
1710,20,"Man","Yes"
1191,30,"Man","Yes"
1685,5,"Woman","No"
1289,37,"Woman","Yes"
1632,18,"Man","No"
1566,30,"Man","Yes"
1374,13,"Man","No"
1722,11,"Man","No"
1464,21,"Man","No"
1540,11,"Woman","No"
1175,24,"Man","No"
1596,13,"Man","No"
1549,22,"Woman","No"
2214,22,"Woman","Yes"
1722,17,"Woman","No"
2155,22,"Man","Yes"
1634,16,"Woman","No"
1408,16,"Man","No"
1450,14,"Woman","No"
1464,23,"Woman","No"
1437,23,"Woman","No"
1194,24,"Woman","No"
1159,18,"Man","No"
1412,21,"Man","No"
1808,32,"Man","Yes"
1396,27,"Woman","No"
1735,21,"Man","Yes"
1516,19,"Woman","No"
1671,13,"Woman","No"
1222,16,"Woman","No"
1364,19,"Man","No"
1377,14,"Woman","No"
1563,14,"Woman","No"
